"PARENT","WSM_CATNAME","LONG_DESC","EXTENDED DESCRIPTION","EXISTING ID","CAT_IMAGE","METADESCRIPTION","KEYWORDS","META TITLE","PRIORITY","CATEGORYPATH","ADDED","HIDDEN"
"","Dodge","<p align=""left"">US Diesel Parts is your source for the highest-quality Dodge diesel performance parts and stock parts on the market. The first Dodge Cummins 5.9L diesel engines began life in the agricultural industry in the early 80s, but it wasn't until 1989 that Dodge joined forces with Cummins to release the first 5.9L I6 diesel engine in the Dodge Ram. They have come a long way since then, and we've worked hard to keep in step with the advancing technology. We still rebuild the Bosch VE6 injection pumps and injectors from the 89-93 models, the 94-98 12-valve P7100 injection pumps, and also provide quality VP44 injection pumps and CP3 pumps and common rail injectors. When it comes to turbochargers, we can set you up with a factory replacement or get you upgraded with something that will handle your performance modifications. We also have a great selection of tuners, intake kits and exhaust systems that will not only get you some more power, but also help your fuel economy out. We offer a great selection of brand name products at guaranteed low prices. Trust US Diesel Parts to provide the best Dodge diesel performance parts for your truck. If you can't find the 6.7L or 5.9L Cummins performance parts you’re looking for, then please call us at 1-800-823-4444 or <a href=""contact.html"">Contact Us</a>. One of our technicians will help you find what you need.</p>","The Cummins 5.9L and 6.7L series diesel engines are a family of straight-six diesel engines manufactured by Cummins Inc. and are used exclusively by Dodge in their full-size Ram Series diesel pickup trucks. The engine was originally designed by Cummins and Case Corporation for commercial truck applications, and gained much of its popularity after appearing in the Dodge Ram in 1989. It quickly became a popular alternative to the large V8 gasoline engines normally used in full-size pickup trucks, while producing nearly double the torque at low engine speeds also got nearly double the fuel mileage than it's gasoline engine counterparts. The Dodge Ram was the only diesel pickup, during the time, that featured direct injection and didn't rely on glow plugs for cold weather start up.  ","778565","https://usdieselparts.com/images/F93636891","Dodge Cummins diesel fuel injection and high performance parts for the 5.9l and 6.7l engines, as well as transmission, drivetrain and suspension parts.","Dodge, Cummins, Diesel, 5.9L, 6.7L, 12 valve, 24 valve, parts, high, performance","Dodge Diesel 5.9L 6.7L Cummins Stock and Performance Parts","490","Dodge","2013-05-31 17:37:39",""
"Dodge","1988 - 1993 5.9L Dodge 12 Valve","
<p align=""left""><b>• 1988 - 1993 Dodge 5.9L 12V Cummins<br>
  • Generation 1, Inline 6-cylinder, 4-stroke, 12 Valve<br>
  • 160 HP, 400 lbs-ft torque </b></p>
<p align=""left"">The first Cummins 5.9L diesel engines began life in the agricultural 
  industry in the early 80's, but it wasn't until 1989 that Dodge released the 
  first Cummins 5.9L I6 turbo diesel engine in the Dodge Ram.The 89-93 B-Series 
  5.9L I6 engine featured a Bosch rotary style VE6 injection pump and Bosch direct 
  injection style injectors and a Holset turbocharger.This was a system that had 
  been proven in the agricultural and industrial industry to be reliable, powerful 
  and economical. There are still abundant performance modifications for these 
  engines that can produce some great results. In fact, we recently rad a 1993 
  5.9L with 288k miles our dyno that put out 250 RWHP with only a set of performance 
  injectors and some injection pump tuning. </p>
","","778566","https://usdieselparts.com/images/F76369877","Parts for 1988 - 1993 Dodge 5.9L 12V Cummins","5.9L, Dodge, Cummins, 12 Valve, Parts, 1988, 1989, 1990, 1991, 1992, 1993","Dodge 5.9L Cummins 12V Parts","400","Dodge>1988 - 1993 5.9L Dodge 12 Valve","2013-05-31 17:37:39",""
"1988 - 1993 5.9L Dodge 12 Valve","Engine Components - 88-93 Dodge 5.9L","Engine components and parts to keep your diesel running strong. From Head Gaskets and Governor Springs to Fuel Pins and Vacuum Pump Seal kits, if you can't find a component just give us a call. Our parts specialists are here to get you back and running, fast.","","778567","https://usdieselparts.com/images/F95277993","Engine Components for 1988 - 1993 Dodge 5.9L Cummins 12V including Governor Springs, Fuel Pins and Vacuum Pump Seal Kits.","Engine, Components, Dodge, 5.9L, Cummins, 12V, Governor, Springs, Fuel, Pin, Vacuum Pump, Seal, Kits, 1988, 1989, 1990, 1991, 1992, 1993","Engine Components Dodge 5.9L Cummins 12V","450","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Engine Components - 88-93 Dodge 5.9L","2013-05-31 17:37:39",""
"1988 - 1993 5.9L Dodge 12 Valve","Exhaust Systems - 88-93 Dodge 5.9L","Exhaust Systems for 1988 - 1993 Dodge 5.9L Cummins 12V including Exhaust Manifolds","","778568","https://usdieselparts.com/images/F95277793","Exhaust Systems by BD and Diamond Eye fit 1989 - 1993 Dodge 5.9L 12V Cummins","Exhaust, Systems, BD, Diamond, Eye, Dodge 5.9L, 12V, Cummins, 1989, 1990, 1991, 1992, 1993","Exhaust Systems Dodge 12V","470","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Exhaust Systems - 88-93 Dodge 5.9L","2013-05-31 17:37:39",""
"1988 - 1993 5.9L Dodge 12 Valve","Fuel System Related Parts - 88-93 Dodge 5.9L","<p>Feed/Lift Pumps and Fuel Filter/Air Separator Systems and related parts on fuel systems for 1988 - 1993 Dodge 5.9L Cummins 12V from brands such as FASS, AirDog, Alliant Power and Delphi.</p>
<p>Whether it's an original style feed pump or a new style fuel preparation system the older Cummins diesel can greatly benefit from the engineering available today.  With parts becoming harder to find and more expensive to procure, a FASS or AirDog kit are highly recommended. They not only keep your engine performance optimal but greatly reduce the wearing of injectors and other fuel system components.<p>","","778569","https://usdieselparts.com/images/F95278425","Feed/Lift Pumps and Fuel Filter/Air Separator Systems and fuel system related parts for 1988 - 1993 Dodge 5.9L Cummins 12V from brands such as FASS, AirDog, Alliant Power and Delphi.","Feed, Pumps, Dodge, 5.9L, Cummins, 12V, 1988, 1989, 1990, 1991, 1992, 1993, Delphi, FASS, Alliant, Power, AirDog, Fuel, Separator, Filter, Lift","Fuel System Related Parts - 88-93 Dodge 5.9L","430","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Fuel System Related Parts - 88-93 Dodge 5.9L","2013-05-31 17:37:40",""
"1988 - 1993 5.9L Dodge 12 Valve","Gauges & Gauge Holders - 88-93 Dodge 5.9L","Gauges and Gauge Holders for 1988 - 1993 Dodge 5.9L Cummins 12V","","778570","https://usdieselparts.com/images/F95278474","Gauges and Gauge Holders for 1988 - 1993 Dodge 5.9L Cummins 12V","Gauges, Gauge, Holders, Dodge, 5.9L, Cummins, 12V, 1988, 1989, 1990, 1991, 1992, 1993","Gauges Gauge Holders Dodge 5.9L Cummins 12V","420","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Gauges & Gauge Holders - 88-93 Dodge 5.9L","2013-05-31 17:37:40",""
"Gauges & Gauge Holders - 88-93 Dodge 5.9L","Gauge Holders - 88-93 Dodge 5.9L","Gauge Holders for 1988 - 1993 Dodge 5.9L Cummins 12V","","778571","https://usdieselparts.com/images/F144549589","Gauge Holders for 1988 - 1993 Dodge 5.9L Cummins 12V","Gauge, Holders, Dodge, 5.9L, Cummins, 12V, 1988, 1989, 1990, 1991, 1992, 1993","Gauge Holders Dodge 5.9L Cummins 12V","500","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Gauges & Gauge Holders - 88-93 Dodge 5.9L>Gauge Holders - 88-93 Dodge 5.9L","2013-05-31 17:37:40",""
"1988 - 1993 5.9L Dodge 12 Valve","Injectors - 88-93 Dodge 5.9L","Injectors for 1988 - 1993 Dodge 5.9L Cummins 12V. Stock and High Performance Injectors available.","","778572","https://usdieselparts.com/images/F95277729","Stock and Performance Injectors for 1988 - 1993 Dodge 12V Cummins.","Stock, Performance, Injectors, Dodge, 12V, Cummins, 1988, 1989, 1990, 1991, 1992, 1993","Dodge Cummins Stock Performance Injectors 12V","490","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Injectors - 88-93 Dodge 5.9L","2013-05-31 17:37:40",""
"1988 - 1993 5.9L Dodge 12 Valve","Reman Engines - 88-93 Dodge 5.9L","Reviva Remanufactured Engines for 1988 - 1993 Dodge 5.9L Cummins 12V","","778575","https://usdieselparts.com/images/F95278569","Reviva Remanufactured Engines for 1988 - 1993 Dodge 5.9L Cummins 12V","Reviva, Remanufactured, Reman, Engines, Dodge, 5.9L, Cummins, 12V","Reviva Reman Engines Dodge 5.9L 12V","390","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Reman Engines - 88-93 Dodge 5.9L","2013-05-31 17:37:40",""
"1988 - 1993 5.9L Dodge 12 Valve","Transmissions - 88-93 Dodge 5.9L","Transmissions for 1988 - 1993 Dodge 5.9L Cummins 12V","","778577","https://usdieselparts.com/images/F98382885","Transmissions for 1988 - 1993 Dodge 5.9L Cummins 12V","Transmissions, Dodge, 5.9L, Cummins, 12V, 1988, 1989, 1990, 1991, 1992, 1993","Transmissions Dodge 5.9L Cummins 12V","360","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Transmissions - 88-93 Dodge 5.9L","2013-05-31 17:37:41",""
"Transmissions - 88-93 Dodge 5.9L","Automatic Transmissions - 88-93 Dodge 5.9L","<p align=""left"">Your 1991-1993 Dodge 5.9L Cummins 12V transmission was only designed to handle the torque and horsepower 
  the stock engine delivers, and in the case of some Dodge models, even the stock 
  torque can present a challenge. So when you start adding power modules, turbo 
  upgrades and other bolt-ons, it’s only a matter of time before the transmission 
  wears out and eventually fails. 
<p align=""left"">We recommend a heavy duty replacement transmission from BD Power or ATS Diesel. A heavy duty transmission is built specifically to handle the high torque 
  loads of the Cummins diesel engines and keep your truck on the road and out of the repair shop.
","","778578","https://usdieselparts.com/images/F98382655","Automatic Transmissions for 1988 - 1993 Dodge 5.9L Cummins 12V","Automatic, Transmissions, Dodge, 5.9L, Cummins, 12V, 1991, 1992, 1993","Automatic Transmissions - 1991-1993 Dodge 5.9L Cummins 12V","500","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Transmissions - 88-93 Dodge 5.9L>Automatic Transmissions - 88-93 Dodge 5.9L","2013-05-31 17:37:41",""
"1988 - 1993 5.9L Dodge 12 Valve","Turbochargers and Accessories - 88-93 Dodge 5.9L","The Gen I 5.9L Cummins 12v in the 1988-1993 Dodge Ram trucks is what started the diesel truck revolution. The thing is, these early 12V engines with the Bosch VE6 rotary pumps are great engines and they'll last forever when taken care of. They're easy to work on and with a small budget you can get some respectable power out of the Gen I Cummins. We still work on these engines providing service, maintenance and performance upgrades all the time. In fact, two of our employees still own a Gen I 12v truck. Fortunately, there is still an abundance of genuine OEM stock replacement Holset turbochargers and Holset aftermarket performance turbo upgrades available for these trucks. When it comes to the 1988 - 1993 Dodge 5.9L turbochargers and turbo accessories, you have come to the right place.","","778579","https://usdieselparts.com/images/F95277906","Turbochargers New and Reman fit 1988 - 1993 Dodge 12V 5.9L Cummins","dodge, turbochargers, turbocharger, turbo, new, reman, 12v, 5.9L, cummins, 1988, 1989, 1990, 1991, 1992, 1993","Dodge 12V Turbochargers and Turbo Accessories","480","Dodge>1988 - 1993 5.9L Dodge 12 Valve>Turbochargers and Accessories - 88-93 Dodge 5.9L","2013-05-31 17:37:41",""
"1988 - 1993 5.9L Dodge 12 Valve","VE6 Injection Pumps - 88-93 Dodge 5.9L","VE6 Injection Pumps for 1988 - 1993 Dodge 5.9L Cummins 12V.  You can also find related parts like fuel-pin kits and rebuild kits here.","","778580","https://usdieselparts.com/images/F95278173","Bosch VE6 Rotary Injection Pumps for 1989 - 1993 Dodge Cummins 6BT.","Bosch, VE6, Rotary, Injection, Pumps, 1989, 1990, 1991, 1992, 1993, Dodge, Cummins, 6BT","Dodge 5.9L VE6 Injection Pumps","500","Dodge>1988 - 1993 5.9L Dodge 12 Valve>VE6 Injection Pumps - 88-93 Dodge 5.9L","2013-05-31 17:37:41",""
"Dodge","1994 - 1998 5.9L Dodge 12 Valve","<p>US Diesel Parts has the 12V Cummins performance parts you need to take your vehicle’s performance to the next level.  </p>
<p><b>• 1994 - 1998 Dodge 5.9L 12V Cummins<br>
  • Generation 2, Inline 6-cylinder, 4-stroke, 12 Valve<br>
  • 175-235 HP, 420-460 lbs-ft torque </b></p>
<p>The '94-'95 5.9L Cummins 12V Gen II engines produced 175 hp, the '96-'97 produced 215 hp and the '98 was at 235 hp. There were few changes made to the engine in the 1994 5.9L Cummins, but there were significant developments made to the fuel system. Most notable being the introduction of the durable Bosch P7100 injection pump. The massive P7100 inline injection pump allowed for more precise control over fuel delivery, and those wanting huge power gains love the P7100 pump because modifications are simple, inexpensive and impressive. Six different fuel stop plates are available that will enable power gains from 30-150 hp and 70-300 ft-lbs of torque. Our parts inventory includes a wide variety of 12V Cummins performance parts. We can recalibrate your P7100 to make further improvements to the fuel delivery and governor settings as well. We also have performance injectors to give it that extra kick. Exhaust and intake improvements will help your 5.9L breathe easier, provide lower EGTs, increase fuel economy, and boost performance. We also have factory replacement and performance turbochargers that can handle the huge horsepower increases that the Gen II engine is capable of delivering. Our selection of 12-valve Cummins performance parts is second to none. Contact us if you can’t find the part you’re looking for. </p>
","<div align=""left"">1994 5.9L, P-7100 Injection Pump, 12 Valve - 175hp, 420 lbs-ft 
  torque<br>
  1995 5.9L, P-7100 Injection Pump, 12 Valve - 175hp, 420 lbs-ft torque<br>
  1996 5.9L, P-7100 Injection Pump, 12 Valve - 215hp, 440 lbs-ft torque<br>
  1997 5.9L, P-7100 Injection Pump, 12 Valve - 215hp, 440 lbs-ft torque<br>
  1998 5.9L, P-7100 Injection Pump, 12 Valve - 235hp, 460 lbs-ft torque</div>
","778581","https://usdieselparts.com/images/F81240235","US Diesel Parts carries a huge selection of parts for 1994-1998 Dodge 5.9L Cummins 12V diesel trucks. Check out our inventory today to see for yourself.","5.9L, Dodge, Cummins, 12 Valve, Parts, 1994, 1995, 1996, 1997, 1998","Dodge 5.9L Cummins 12V Parts | 12-Valve Cummins Performance","410","Dodge>1994 - 1998 5.9L Dodge 12 Valve","2013-05-31 17:37:41",""
"1994 - 1998 5.9L Dodge 12 Valve","Braking Solutions - 94-98 Dodge 5.9L","Exhaust Brakes for 1994 - 1998 Dodge 5.9L Cummins 12V","","778582","https://usdieselparts.com/images/F141458342","Exhaust Brakes for 1994 - 1998 Dodge 5.9L Cummins 12V","Exhaust, Brakes, Dodge, 5.9L, Cummins, 12V, 1994, 1995, 1996, 1997, 1998","Exhaust Brakes Dodge 5.9L Cummins 12V","420","Dodge>1994 - 1998 5.9L Dodge 12 Valve>Braking Solutions - 94-98 Dodge 5.9L","2013-05-31 17:37:41",""
"Braking Solutions - 94-98 Dodge 5.9L","BD Power - 94-98 Dodge 5.9L","BD Power Exhaust Brakes for 1994 - 1998 Dodge 5.9L Cummins 12V","","778583","https://usdieselparts.com/images/F76369316","BD Power Exhaust Brakes for 1994 - 1998 Dodge 5.9L Cummins 12V","BD, Power, Exhaust, Brakes, Dodge, 5.9L, Cummins, 12V, 1994, 1995, 1996, 1997, 1998","BD Exhaust Brakes Dodge 5.9L Cummins 12V","500","Dodge>1994 - 1998 5.9L Dodge 12 Valve>Braking Solutions - 94-98 Dodge 5.9L>BD Power - 94-98 Dodge 5.9L","2013-05-31 17:37:41","1"
